Date,NumberOfSubjects,Fatal,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,City,Notes
9/15/2015,1,F,Y,L,M,U,NA,NA,2,H;H,F;M,Los Angeles Police Department,"On September 15, 2015, around 2:49 p.m., Mission patrol officers responded to a radio call of a ""man with a gun"" in the 14700 block of Parthenia Street. When the officers arrived they were uble to locate the suspect. Mission officers from the area Parole Compliance Unit were driving northbound on Willis Avenue, when a citizen advised them of an armed suspect on Parthenia Street east of Willis Street and provided a suspect description. As the officers negotiated an eastbound turn on Parthenia Street, they observed an individual, later identified as Florencio Chaidez, who matched the armed suspect description. Chaidez proceeded to walk eastbound on the south sidewalk away from the officers. The officers continued to follow Chaidez in their vehicle, and one officer observed him holding a handgun in his right hand. As the officers exited their vehicle and tactically deployed, the suspect pointed the handgun at one of the officers. This lead to an officer involved shooting involving Police Officer II Patricia Barajas, Serial No. 39954 and Police Officer II Brady Cuellar, Serial No. 38790.",LosAngeles,
9/16/2011,1,N,U,B,M,U,NA,NA,2,W;B,M;M,Los Angeles Police Department,,LosAngeles,Hit
9/16/2015,1,F,Y,L,M,39,NA,NA,1,H,M,Los Angeles Police Department,"On September 16, 2015, around 12:19 p.m., Northeast Division patrol officers, Hollenbeck Division patrol officers and Metropolitan SWAT officers responded to a radio call of ""shots fired"" in the 4100 block of Willimet Avenue. When the officers arrived they surrounded the residence, the suspect, later identified as Carlos Wilhelm, walked out the side door of the residence armed with a rifle. As Wilhelm began to point the rifle at officers, an officer involved shooting occurred involving Police Officer II Juan Chavez, Serial No. 36204. Los Angeles Fire Department paramedics responded and transported Wilhelm to a local hospital where he later died from his injuries. A rifle was recovered at scene near where the suspect was shot. No officers were injured in this incident.",LosAngeles,Rifle
9/16/2016,1,N,U,B,M,U,NA,NA,1,H,M,Los Angeles Police Department,,LosAngeles,No Hit
9/17/2014,1,N,N,L,M,U,NA,NA,1,H,M,Los Angeles Police Department,"On September 17, 2014, around 5:20 p.m., officers from Hollenbeck Division received a radio call of a man with a gun in the area of State Street and Marengo Street at the gas station. When the officers arrived at the call, they were told by witnesses that the suspect had a gun and that he fled south toward the freeway overpass on State Street near the 101 freeway. The officers located the suspect, about one block from the gas station, as he walked south along the sidewalk. As the officers approached the suspect, they observed the suspect armed with a dark colored handgun and an officer involved shooting occurred. The suspect was struck during the shooting and was transported to a local hospital where he was listed in critical condition. No officers were injured during the incident. A replica semi-automatic handgun was recovered from the scene of the shooting.",LosAngeles,Replica Gun
9/18/2011,1,F,Y,B,M,U,NA,NA,1,H,M,Los Angeles Police Department,"On September 18, 2011, around 10:50 p.m., 77th Patrol Division Special Problems Unit officers responded to a radio call of a loud party in the 1000 block of West 53rd Street. When officers arrived they saw several individuals in the vicinity and attempted to talk to a male Black in his 40s. At that moment the male black immediately took off running and appeared to be reaching repeatedly for his pockets as he ran from the officers. The officers went into a foot pursuit and followed the individual for over 150 yards into the 1100 block of 53rd Street. The suspect produced a handgun and pointed it at the officers at which time an officer-involved shooting occurred.",LosAngeles,
9/18/2013,1,F,Y,L,M,U,NA,NA,1,H,M,Los Angeles Police Department,"On Wednesday September 18, 2013, around 5:58 p.m., Southwest Patrol Division uniformed police officers responded as a backup unit to a man with a gun radio call in the 5400 block of West Adams Boulevard in the Los Angeles Police Departments (LAPD) Southwest Area. LAPD Air Support Divisions helicopter also arrived overhead and observed an individual that matched the description of the suspect broadcasted in the radio call. As officers arrived, the LAPD helicopter directed officers to the suspect. The suspect was sitting on the south curb of Adams Boulevard and was accompanied by another male Hispanic, who was sitting next to him, east of his position. Police Officer Manuel Armenta and his partner exited their patrol car and took cover behind a parked car on the south curb, drew their service pistols and gave verbal commands in both English and Spanish. While still seated, the suspect retrieved a handgun from his waistband area and an officer involved shooting occurred. The suspect was struck by the officers rounds and was subsequently taken into custody. The individual accompanying the suspect was not hit by gunfire.",LosAngeles,
9/20/2010,1,N,U,L,M,U,NA,NA,2,W;W,M;M,Los Angeles Police Department,,LosAngeles,Hit
9/24/2011,1,F,Y,L,M,U,NA,NA,7,W;W;W;W;W;H;H,M;M;M;M;M;M;M,Los Angeles Police Department,"An officer-involved shooting occurred after a man armed with two handguns pointed his weapons and fired at LAPD officers. On September 24, 2011, just after 4:30 p.m., Los Angeles Police Department West Valley and Topanga Area patrol officers responded to radio calls regarding a gang related shooting that had occurred and two people had been shot. During the search for the suspect, witnesses reported that the shooting suspect had left toward the parking lot located in the 6700 block of Darby Avenue. The police helicopter searched the area and directed responding officers to the suspects location. The officers contacted the suspect who was a male, Hispanic, later identified as Alberto Acosta, standing behind a parked car. Both the police helicopter and the officers ordered the suspect to raise his hands and get on the ground; however, the suspect refused to obey the orders given by the police. The suspect pulled out a revolver and a semi-automatic handgun, holding a gun in each hand resulting in an officer involved shooting. Shots were fired by officers and the suspect who was struck by the gunfire during the exchange. The suspect was taken into custody and the officers immediately called for medical assistance. Los Angeles Fire Department personnel responded and pronounced the suspect dead at the scene. No officers were injured as a result of this incident. The suspects weapons were recovered at the scene by detectives.",LosAngeles,
9/26/2012,1,N,U,L,M,U,NA,NA,1,B,M,Los Angeles Police Department,,LosAngeles,Hit
9/27/2011,1,N,U,L,M,U,NA,NA,1,H,M,Los Angeles Police Department,,LosAngeles,No Hit
9/27/2015,1,F,N,L,F,U,NA,NA,2,W;H,M;M,Los Angeles Police Department,"On September 27, 2015, Newton Division Police Officers Samuel Briggs, Serial No. 35419, and Antonio McNeely, Serial No. 41443, assigned to patrol, responded to the 2100 block of South San Pedro Street after a citizen reported a woman in the area armed with a knife. When the officers arrived at the location, they observed the suspect on the sidewalk approaching them as they exited their car. Officer Briggs saw that she was armed with a knife and repeatedly ordered her to drop the knife. The suspect, however, continued toward the officers with the knife in hand. The officers subsequently fired their handguns striking the suspect who was then taken into custody. The officers immediately requested a Los Angeles Fire Department Rescue Ambulance and the suspect was transported to a local hospital. The suspect failed to respond to medical treatment and was pronounced dead.",LosAngeles,Knife
9/28/2010,1,F,U,W,M,U,NA,NA,2,O;O,M;M,Los Angeles Police Department,,LosAngeles,Hit
9/28/2016,1,N,N,L,M,36,NA,NA,1,H,M,Los Angeles Police Department,"On Wednesday September 28, 2016, around 3:30 p.m. Detective David Meza, Serial No. 27325, a 26-year veteran of LAPD, and a police officer partner, had transported 36-year-old Freddy Bailon to a medical building located within the Los Angeles County Medical Center for a medical examition. While in the reception area of the building, the handcuffs were removed from Bailon so he could complete some required forms. Bailon suddenly ran from the building, pursued by the detective and officer. When Bailon reached Zol Avenue, he opened the front passenger door and entered a SUV which was stopped on the roadway. Bailon punched the woman driving the SUV and demanded she drive him from the location. The woman was able to escape her SUV and run from Bailon. Bailon climbed into the driver seat of the SUV and intentiolly collided twice with a construction vehicle which had pulled into the roadway to block Bailon's path. Detective Meza, who knew the violent acts Bailon had recently committed and saw he had carjacked a woman in his attempt to escape, feared if Bailon was able to flee the area he posed a serious danger to the community, fired one round at Bailon. Bailon was still in control of the SUV and reversed; at which time, Detective Meza fired another round at Bailon. Bailon accelerated and struck a parkway where he collided with several trees.",LosAngeles,
4/3/2011,1,F,Y,U,M,48,Unknown trouble,3,2,U;U,M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_110403-2902_Chevalier.PDF,LasVegas,
7/4/2011,1,F,Y,L,M,54,weapons posession; firearm; suicide,4,4,U;U;U;U,M;F;M;F,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_110704-5637_Silva.PDF,LasVegas,
3/8/2011,1,F,Y,L,M,24,Threatening officer,5,1,U,M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_110308-4024_Hernandez.PDF,LasVegas,
9/9/2011,1,F,Y,U,M,25,Suspicious person; shoplifting,43,4,U;U;U;U,M;M;M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_110909-0637_Hull.pdf,LasVegas,
4/12/2011,1,F,Y,U,M,53,Suicide,6,1,U,M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_110412-1675_Hamlan.PDF,LasVegas,
2/1/2012,1,F,Y,U,M,24,Murder suspect; traffic stop,3,3,U;U;U,M;M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_120201-0077_Baires.pdf,LasVegas,probs more than 3 shots
11/3/2012,1,N,Y,U,M,U,domestic dispute,5,2,U;U,M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/OIOReview_121103-4188_Rogaczewski.pdf,LasVegas,
11/11/2012,1,N,N,U,M,22,domestic dispute,1,1,U,M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/121111-3873_LawrenceGordon_NonFatal.pdf,LasVegas,
2/2/2013,1,N,Y,U,M,41,Robbery,20,2,U,M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/FIT_Report_130202-2101_Horvath.pdf,LasVegas,
6/4/2013,1,N,N,W,M,49,suicide,2,2,U;U,M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/FIT_Report_130604-2299_Lange.pdf,LasVegas,NO HITS
1/6/2013,1,N,Y,W,M,29,Traffick stop; robbery suspect,27,1,U,M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/FIT_Report_130106-0754_Ogonowski.pdf,LasVegas,
12/7/2013,1,F,Y,W,M,26,Domestic dispute; mental health; suicide,11,3,U;U;U,M;M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_131207-0351_Heki.pdf,LasVegas,
2/8/2013,1,N,N,L,U,U,Warrants,8,3,U;U;U,M;M;M ,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_130208-1694_Torres.pdf,LasVegas,
2/8/2013,1,N,N,L,U,U,Warrants,8,3,U;U;U,M;M;M ,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_130208-1694_Torres.pdf,LasVegas,
2/8/2013,1,F,Y,L,U,U,Warrants,8,3,U;U;U,M;M;M ,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_130208-1694_Torres.pdf,LasVegas,
8/11/2013,1,N,N,L,M,27,Shooting,1,1,B,M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/FIT_Report_130811-3667_Villegas.pdf,LasVegas,off duty
3/3/2014,1,N,U,U,U,U,NA,NA,NA,,U,Las Vegas Metropolitan Police Department,,LasVegas,"ALL INFO MISSING, NO LINKS"
3/4/2014,1,N,Y,W,M,29,Counterfeiting,5,3,U;U;U,M;M;U,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/FIT_Report_140304-4543_Mahe.pdf,LasVegas,
12/6/2014,1,U,Y,W,M,31,Robbery suspect; surveillance,1,2,U;U,M;U,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_141206-3057_Moore.pdf,LasVegas,
4/8/2014,1,F,Y,U,M,41,Mental health; drugs,1,1,U,M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_140408-0333_Doering.pdf,LasVegas,SWAT
6/8/2014,1,F,Y,U,M,31,Assault on officer; shooting; mental health,16,5,U;U;U;U;U,M;M;M;M;U,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_140608-1601_Millers.pdf,LasVegas,2 of 5 cops died; 5 people died in total; victim committed suicide
8/8/2014,1,N,Y,U,U,U,Shooting,5,3,U;U;U,M;M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/FIT_Report_140803-1321_Brown-Lay.pdf,LasVegas,SWAT
8/8/2014,1, N,Y,U,U,U,Shooting,5,3,U;U;U,M;M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/FIT_Report_140803-1321_Brown-Lay.pdf,LasVegas,SWAT
8/11/2014,1,N,N,W,M,32,Domestic violence,1,3,U;U;U,M;M;F,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/FIT_Report_140811-1721_Kuhn.pdf,LasVegas,kitchen kinife
9/4/2015,1,N,Y,U,U,U,Prowlers,1,2,U;U,M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/091015ReleasePO237e.pdf,LasVegas,
9/4/2015,1,N,Y,U,U,U,Prowlers,1,2,U;U,M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/091015ReleasePO237e.pdf,LasVegas,
8/7/2015,1,F,N,U,M,U,Property destruction,1,2,U;U,M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/OIOReview_150807-0747_6980_Berkshire.pdf,LasVegas,held a wrench
2/9/2015,1,N,Y,B,M,21,Robbery ,4,2,U;U,M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/FIT_Report_150209-4083_Nelson.pdf,LasVegas,
7/10/2015,1,F,Y,W,M,55,Traffic stop,3,6,U;U;U;U;U;U,M;M;M;M;M;F,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_150710-1236_Todora.pdf,LasVegas,
5/6/2016,1,N,Y,U,M,27,Armed robbery,7,2,U;U,M;U,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/051016ReleasePO117b.pdf,LasVegas,
4/11/2016,1,F,Y,U,M,22,Shooting,2,2,U;U,M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/041416ReleasePO090b_160411-4404.pdf,LasVegas,
4/11/2016,1,N,Y,U,M,22,Disturbance,NA,2,U;U,M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/041416ReleasePO090b.pdf,LasVegas,
10/12/2016,1,F,N,U,M,50,Stolen car,4,4,U;U;U;U,M;M;M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/101716ReleasePO241a_161012-4303.pdf,LasVegas,
1/22/2016,1,N,Y,B,U,U,Weapons posession; firearm,2,3,U;U;U,M;U;U,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/OIOReview_160122-3334_3600_S_Las_Vegas_Blvd.pdf,LasVegas,"NO HITS, but ""One round grazed the jacket of a citizen who was leaning against the pillar. Another round struck the pillar and fragmented. One of these bullet fragments struck a juvenile on his right leg as he sat on his father’s shoulders watching the Bellagio fountain show."""
1/22/2016,1,N,Y,U,U,U,Weapons posession; firearm,2,3,U;U;U,M;U;U,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/OIOReview_160122-3334_3600_S_Las_Vegas_Blvd.pdf,LasVegas,"NO HITS, but ""One round grazed the jacket of a citizen who was leaning against the pillar. Another round struck the pillar and fragmented. One of these bullet fragments struck a juvenile on his right leg as he sat on his father’s shoulders watching the Bellagio fountain show."""
1/22/2016,1,N,Y,U,U,U,Weapons posession; firearm,2,3,U;U;U,M;U;U,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/OIOReview_160122-3334_3600_S_Las_Vegas_Blvd.pdf,LasVegas,"NO HITS, but ""One round grazed the jacket of a citizen who was leaning against the pillar. Another round struck the pillar and fragmented. One of these bullet fragments struck a juvenile on his right leg as he sat on his father’s shoulders watching the Bellagio fountain show."""
1/26/2016,1,N,Y,U,M,34,Stolen car,1,1,U,M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/012616ReleasePO013.pdf,LasVegas,
1/31/2014,1,F,Y,U,M,29,Armed robbery,2,2,U,M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_140131-4141_Andrews.pdf,LasVegas,Attempted suicide once stop began
2/15/2011,1,F,N,L,M,50,Home invasion,2,2,U;U,M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_110215-3792_Manvilla.PDF,LasVegas,steak knife
2/23/2010,1,F,Y,W,M,21,Weapons posession; firearm; home invasion,20,4,U;U;U;U,M;M;M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_110223-4594_Padilla.PDF,LasVegas,
2/25/2015,1,F,Y,W,M,44,Suicide,1,2,U;U,M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_150225-0047_Spivey.pdf,LasVegas,SWAT
2/29/2016,1,N,N,U,M,42,Weapons posession; firearm,1,2,U;U,M;U,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/030316ReleasePO054b.pdf,LasVegas,fake gun
3/16/2014,1,F,Y,W,M,58,Weapons posession; firearm,1,1,U,M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_140316-1083_Tate.pdf,LasVegas,SWAT
3/21/2014,1,N,N,U,F,51,Weapons posession,2,1,U,F,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/FIT_Report_140321-3908_Torres.pdf,LasVegas,2 kitchen knives
3/31/2016,1,N,Y,U,M,31,Shooting,4,4,U;U;U;U,M;M;M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/04016ReleasePO077b_160331-1783.pdf,LasVegas,"victim injured, unclear if related to shooting/ is collateral, or are victims of the victim himself; dog died"
4/19/2011,1,F,Y,U,M,33,Traffic stop,5,2,U;U,M;F,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_110419-3621_Gonzalez.PDF,LasVegas,
4/21/2012,1,F,Y,B,F,50,stolen vehicle,5,5,U;U;U;U;U,M;U;M;M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_120421-0390_Edwards.pdf,LasVegas,"5 officers fired, striking subject ""numerous"" times, doesn't specify"
4/29/2013,1,N,U,U,U,U,NA,NA,NA,,U,Las Vegas Metropolitan Police Department,,LasVegas,"ALL INFO MISSING, NO LINKS"
4/29/2014,1,F,Y,U,M,47,Shooting; threat,9,4,U;U;U;U,M;U;M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_140429-2142_Green.pdf,LasVegas,
4/29/2015,1,N,Y,B,M,19,Suspicious person,1,1,U,M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/FIT_Report_150429-1510_Powell.pdf,LasVegas,
5/16/2013,1,N,N,U,M,30,Shooting,17,1,U,M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/130516-0243_FITReport.pdf,LasVegas,BB gun
5/27/2011,1,F,N,L,M,36,domestic violence,8,3,U;U;U,M;M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_110527-0950_Castillo.PDF,LasVegas,used offer's taser
5/30/2014,1,F,Y,U,M,31,Armed robbery,14,2,U;U,M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/OIOReview_140530-3735_Wadsworth.pdf,LasVegas,victim shot himself in the head
6/25/2014,1,F,N,U,F,24,Weapons posession,5,1,U;U,M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_140625-0033_Goldberg.pdf,LasVegas,steak knife
6/26/2014,1,N,Y,U,M,30,Traffic,6,1,U,M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/FIT_Report_140626-4091_Bacharach.pdf,LasVegas,NO HITS
6/27/2013,1,N,Y,U,M,32,search warrant,4,2,U;U,M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/FIT_Report_130627-0993_Malone.pdf,LasVegas,NO HITS
7/14/2011,1,F,N,U,M,23,Mental health,5,3,U;U;U,M;M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_110714-0742_Olivas.PDF,LasVegas,chef knife
7/17/2012,1,N,Y,U,M,19,Robbery,2,1,U,M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/120717-0335_LawrenceHoward_%20NonFatal.pdf,LasVegas,
7/18/2015,1,N,Y,W,M,52,Shooting,8,6,U;U;U;U;U;U,M;M;M;M;F;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/FIT_Report_150718-0185_Stoltz.pdf,LasVegas,
7/23/2013,1,F,N,A,M,36,Intruder; homicide threat; home invasion,7,4,U;U;U;U,M;M;M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_130723-2985_Ketmany.pdf,LasVegas,blade and hammer
7/25/2015,1,F,Y,U,M,U,Battery,6,3,U;U;U,M;M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/OIOReview_150725-3483_3040_E_Charleston.pdf,LasVegas,
7/29/2014,1,F,Y,U,U,U,home invasion,4,2,U;U,M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/073014ReleasePO205_3899_Almondwood.pdf,LasVegas,
7/29/2014,1,N,Y,U,U,U,home invasion,4,2,U;U,M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/073014ReleasePO205_3899_Almondwood.pdf,LasVegas,
8/23/2015,1,F,Y,U,M,57,Shooting,2,4,U;U;U;U,M;M;U;U,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/OIOReview_150823-1198_416_Lakehurst_Road.pdf,LasVegas,SWAT
8/26/2013,1,N,Y,U,F,30,Domestic dispute; weapons posession; firearm,1,1,U,M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/FIT_Report_130826-4363_Jones.pdf,LasVegas,
8/29/2015,1,F,Y,U,M,25,Larceny,2,2,U;M,M;U,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/OIOReview_150829-0646_Lossee-Sharp.pdf,LasVegas,unmarked car
10/15/2015,1,F,Y,W,F,50,Traffic; fugitive,2,4,U;U;U;U,M;M;U;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/102015ReleasePO276b.pdf,LasVegas,plain clothes: SWAT
10/21/2013,1,N,U,U,U,U,NA,NA,NA,,U,Las Vegas Metropolitan Police Department,,LasVegas,"ALL INFO MISSING, NO LINKS"
10/29/2012,1,F,Y,W,M,52,Shooting,3,3,U;U;U,M;F;F,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_121029-2615_Morrison.pdf,LasVegas,"3 officers fired, unknown # of times each"
11/14/2016,1,N,N,U,M,18,Traffic stop,10,2,U,M;U,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Non-Fatal%20OIS/111716ReleasePO282b.pdf,LasVegas,NO HITS
11/15/2010,1,F,N,W,M,23,Weapons posession; threat,11,3,U;U;U,M;M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_101115-1591_Bowman.PDF,LasVegas,pocket knife
11/15/2010,1,F,N,W,M,32,Domestic disturbance,1,3,U;U;U,M;M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_101115-0722_Brenes.PDF,LasVegas,walking cane
11/21/2011,1,F,Y,B,M,37,Gang; suspicious person,9,1,U,M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/FIT_Report_111121-4314_Pate.pdf,LasVegas,unmarked unit
