Date,NumberOfSubjects,Fatal,SubjectArmed,Notes,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,city,year,month,day,fdate,b,l,w,a,tr,AvgAge,VA,F,nshots,sit,other,replica,knife,weapon
11/9/2013,1,N,U,,B,M,32,NA,NA,3,W;W;B,M;M;M,Indianapolis Metro Police Department,NA,Indianapolis,2013,11,9,11/9/2013,1,0,0,0,1,32,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
10/30/2013,1,F,U,,B,M,U,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,2013,10,30,10/30/2013,1,0,0,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
9/24/2013,1,N,U,,B,M,22,NA,NA,2,W;W,M;M,Indianapolis Metro Police Department,NA,Indianapolis,2013,9,24,9/24/2013,1,0,0,0,1,22,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
9/20/2013,1,F,U,,B,M,24,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,2013,9,20,9/20/2013,1,0,0,0,1,24,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
8/9/2013,1,F,U,,W,M,21,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,2013,8,9,8/9/2013,0,0,1,0,1,21,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
6/30/2013,1,N,U,,W,M,18,NA,NA,4,W;W;W;W,M;M;M;M,Indianapolis Metro Police Department,NA,Indianapolis,2013,6,30,6/30/2013,0,0,1,0,1,18,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
4/28/2013,2,N;U,U;U,,B;U,M;U,23;U,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,2013,4,28,4/28/2013,1,0,0,0,1,23,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
4/2/2013,1,F,U,,B,M,24,NA,NA,2,W;W,M;M,Indianapolis Metro Police Department,NA,Indianapolis,2013,4,2,4/2/2013,1,0,0,0,1,24,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
12/16/2012,1,N,U,,W,M,34,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,2012,12,16,12/16/2012,0,0,1,0,1,34,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
12/10/2012,1,F,U,,B,M,U,NA,NA,2,B;B,M;M,Indianapolis Metro Police Department,NA,Indianapolis,2012,12,10,12/10/2012,1,0,0,0,1,NA,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
10/7/2012,1,U,U,,B,M,29,NA,NA,1,W,F,Indianapolis Metro Police Department,NA,Indianapolis,2012,10,7,10/7/2012,1,0,0,0,1,29,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
8/27/2012,1,F,U,,B,M,34,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,2012,8,27,8/27/2012,1,0,0,0,1,34,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
8/12/2012,1,N,U,,W,M,25,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,2012,8,12,8/12/2012,0,0,1,0,1,25,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
7/28/2012,1,F,U,,W,M,28,NA,NA,6,W;W;W;W;W;W,M;M;M;M;M;M,Indianapolis Metro Police Department,NA,Indianapolis,2012,7,28,7/28/2012,0,0,1,0,1,28,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
12/12/2011,1,F,U,,B,M,23,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,2011,12,12,12/12/2011,1,0,0,0,1,23,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
11/17/2011,1,N,U,,B,M,23,NA,NA,1,B,M,Indianapolis Metro Police Department,NA,Indianapolis,2011,11,17,11/17/2011,1,0,0,0,1,23,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
11/5/2011,1,F,U,,B,M,30,NA,NA,2,W;W,M;M,Indianapolis Metro Police Department,NA,Indianapolis,2011,11,5,11/5/2011,1,0,0,0,1,30,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
10/12/2011,1,N,U,,B,M,27,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,2011,10,12,10/12/2011,1,0,0,0,1,27,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
9/26/2011,1,N,U,,B,M,18,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,2011,9,26,9/26/2011,1,0,0,0,1,18,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
9/9/2011,1,N,U,,B,M,25,NA,NA,2,W;W,M;M,Indianapolis Metro Police Department,NA,Indianapolis,2011,9,9,9/9/2011,1,0,0,0,1,25,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
1/30/2011,1,N,U,,W,F,31,NA,NA,1,W,F,Indianapolis Metro Police Department,NA,Indianapolis,2011,1,30,1/30/2011,0,0,1,0,1,31,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
6/12/2010,1,N,U,,W,M,59,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,2010,6,12,6/12/2010,0,0,1,0,1,59,FALSE,FALSE,NA,misc,FALSE,FALSE,FALSE,U
4/23/2010,1,F,U,,W,M,29,NA,NA,3,W;W;W,M;M;M,Indianapolis Metro Police Department,NA,Indianapolis,2010,4,23,4/23/2010,0,0,1,0,1,29,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
3/16/2010,1,F,U,,B,M,35,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,2010,3,16,3/16/2010,1,0,0,0,1,35,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
2/15/2010,1,F,U,,W,M,24,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,2010,2,15,2/15/2010,0,0,1,0,1,24,FALSE,TRUE,NA,misc,FALSE,FALSE,FALSE,U
3/21/2010,1,N,Y,,B,M,40,Suspect search,NA,1,,U,Jacksonville Police Department,"Rodney Newberry was reportedly carrying an open container when Officers Ronald Bilyew and William Shrum attempted to question him.Newberry ran, and the officers chased him, wrestling him to the ground, police said. Police said he then fired a handgun, hitting Bilyew in the hand and Shrum in the foot. Bilyew fired back, and police later arrested Newberry at his mother??s house in the 1200 block of West Sixth Street. He had a gunshot wound to the lower back.",Jacksonville,2010,3,21,3/21/2010,1,0,0,0,1,40,TRUE,FALSE,NA,suspect,FALSE,FALSE,FALSE,gun
3/26/2010,3,N;N;F,N;N;U,,B;B;B,F;M;M,35;2;32,Hostage situation,NA,5,,U,Jacksonville Police Department,"Jeremiah Mathis was killed during a hostage situation that ended with an innocent woman being shot by police along with her 2-year-old son in a car at a Wendy's drive-thru. Matthis was a suspect in a robbery at the Wachovia Bank at 8715 Baymeadows Road. Police said he was seen running out of the bank about 3:10 p.m. carrying a .357 revolver and running through parking lots into a Wendy??s drive-through. There he opened the door of Joann Cooper??s car and was seen by an officer. The officer pointed a shotgun, yelling for the suspect to stop, police said. Mathis got into the car Cooper was driving with a 2- and 7-year-old in the back seat. Police said he tried to drive away, and as the car moved past them, two officers fired shots at the gunman. The car continued forward and as it went over the top of the median another two officers fired at the gunman as he attempted to exit the vehicle, which was still rolling to a stop. Mathis was killed, and police also hit the 2-year-old boy in the chest and arm and the mother in the foot. The 7-year-old girl in the car was unharmed. A lawsuit filed by Cooper said that one of the officers saw the child and was yelling for other offiers to stop firing, but other officers continued to discharge their weapons. All said, 24 rounds were fired into the car. The lawsuit suggested that Mathis was attempting to surrender when he was shot.",Jacksonville,2010,3,26,3/26/2010,3,0,0,0,3,23,FALSE,TRUE,NA,misc,FALSE,TRUE,FALSE,replica
5/29/2010,1,F,Y,,B,M,28,Stakeout,NA,2,,U,Jacksonville Police Department,"Jessie Nathan Cooper was seen by robbery detectives casing out a gas station as he parked his Isuzu Rodeo at the Gate station, then walked to a nearby Family Dollar storel, where he met girlfriend Shaketa Jones outside her Cadillac Escalade. They both got in her car and she dropped him off at the Gate store. Police said Cooper then approached the store??s manager with a bandanna over his face and a gun in his hand. The manager threw a money bag at the gunman??s feet, police said, and Cooper grabbed it before heading back toward the SUV. Officers had blocked Cooper??s car, so he backed up at a high rate of speed, police said. Robbery detectives Michael N. Padgett and Clement G. Nieto yelled at Cooper to stop, then fired after they saw him holding up a gun, according to police. Cooper made a loop through the parking lot, and the detectives fired again after the suspect kept his weapon aimed at the detectives, police said. Jones, who acted as a lookout and was communicating with him on a cell phone, was charged under Florida law that says that those involved in a crime in which a death occurs can be charged with murder.",Jacksonville,2010,5,29,5/29/2010,1,0,0,0,1,28,TRUE,TRUE,NA,misc,FALSE,TRUE,FALSE,gun
10/15/2010,1,F,U,,W,M,33,Suspect search,NA,3,,U,Jacksonville Police Department,"Christopher 'Scott' Kilgore was a fugitive wanted for murder. Police had been tipped off on a suspicious person call and found Kilgore, who had been hiding out for four days after killing a brother and friend and wounding his parents in Middleburg. Kilgore was in a 17-foot boat on land on a trailer. Officers Jared Reston, Tim Stafford and Chuck Pearson ordered him to give up. They fired 28 rounds. Kilgore never fired a bullet. There was nothing to indicate Kilgore, who had a holstered pistol and a shotgun and rifle in the boat, made any threatening moves.",Jacksonville,2010,10,15,10/15/2010,0,0,1,0,1,33,FALSE,TRUE,NA,suspect,FALSE,FALSE,FALSE,U
12/21/2010,1,N,N,,B,M,27,Traffic stop,NA,1,,U,Jacksonville Police Department,"Reginald Rishawn Henley was shot while he was unarmed and fleeing on foot. Officer A.J. Givens said he gave comments for Henley to stop and saw Henley reach for his waistband for something ""chrome-colored."" It turned out to be scales used to weight drugs. Henley's sister complained after the shooting that Henley was tackled after being shot, causing him to lose a kidney. Police said they first saw Henley in a speeding Chevrolet Monte Carlo without its headlights on about 2:30 a.m. at Roanoke Boulevard and Spottswood Road. The car fled after the officer turned on his emergency lights, prompting the police chase that led to a foot pursuit.",Jacksonville,2010,12,21,12/21/2010,1,0,0,0,1,27,FALSE,FALSE,NA,traffic,FALSE,FALSE,FALSE,unarmed
12/27/2010,1,F,Y,,W,M,20,Robbery call,NA,3,,U,Jacksonville Police Department,"Mark Stephen Yoachum Jr. was killed after a police chase that lasted more than 30 minutes before Yoachum crashed a car and got out on foot. He was tracked by K-9 and a police helicopter, before the police dog named Sarge was let off leash to pinpoint his exact location. The dog was killed in an exchange of gunfire, police said, suggesting that Yoachum was the one who shot him. Yoachum was killed after Officers Jackson Short, Larry Propper and R.M. Silcox opened fire. The chase started with a robbery about 7 p.m. at the Family Dollar on Chaffee Point Boulevard. One of the two masked men got away and the other, Yoachum, stole a car in the parking lot.",Jacksonville,2010,12,27,12/27/2010,0,0,1,0,1,20,TRUE,TRUE,NA,robbery,FALSE,TRUE,FALSE,gun
11/2/2011,1,F,Y,,B,M,30,Suspect search,NA,1,,U,Jacksonville Police Department,"Barion A. Blake, an attempted murder suspect on the run from New York, jumped out of a second-story window after being confronted by a U.S. Marshall Fugitive Task Force. Police said he ran with a weapon in his hand and fired six shots before St. Johns County Deputy Joeffrey Alvarez fired 14 rounds from his AR-15 service rifle and Officer Wes Bowen of the Jacksonville Sheriff's Office fired 14 rounds from his 40-caliber Glock. Blake was struck multiple times and died at the scene. The officers were unharmed.",Jacksonville,2011,11,2,11/2/2011,1,0,0,0,1,30,TRUE,TRUE,NA,suspect,FALSE,FALSE,FALSE,gun
11/3/2011,1,N,Y,,B,M,26,Armed disturbance,NA,1,,U,Jacksonville Police Department,"Adrian Derrick Hagans was seen by police responding to a call shooting at brothers Ramon and Juan Morales. Officers M.P. Fox and D.F. Lauyans, who arrived in an unmarked car but were in uniform, said they advanced on Hagans and ordered him to drop his weapon. Police said Hagans turned toward the officers with the gun in his hand, prompting Fox to fire four times, hitting Hagans twice, once in the chest and once in the buttocks. Hagans had fired at least five shots at the Morales brothers, striking one brother in the face and the other in the groin, police said. Hagans and the brothers survived their wounds.",Jacksonville,2011,11,3,11/3/2011,1,0,0,0,1,26,TRUE,FALSE,NA,weapon,FALSE,FALSE,FALSE,gun
3/17/2011,1,F,Y,,B,M,29,Drug sting,NA,1,,U,Jacksonville Police Department,"Herbert Earl Harris Jr. was shot as narcotics detectives were serving a search warrant during a drug raid. Police had to use a battering ram to force open a door about 5:20 p.m. at the apartments, and said that Harris was waiting for them in the hallway, holding a semiautomatic handgun when they entered. He was shot by an undercover officer with an AR-15 rifle. The undercover narcotics officer, whose name was not released, fired five rounds hitting him twice.",Jacksonville,2011,3,17,3/17/2011,1,0,0,0,1,29,TRUE,TRUE,NA,drugs,FALSE,FALSE,FALSE,gun
3/29/2011,1,F,N,Sword.,W,M,33,Suspect search,NA,2,,U,Jacksonville Police Department,"Richard Chabot was killed after police officers who received a call at about 8:25 a.m. of a man waving a sword stopped him in the Shirley Oaks neighborhood. Officer Robert Wilbanks said he approached Chabot, who was clad in a trench coat, and began to struggle with him in the street. The 911 caller also jumped in to assist the officer. Backup officers arrived and tried to help get Chabot under control, police said. Officers fired two Taser shots at him, but they were ineffective, according to police. Police said that Chabot pulled the sword out of his trench coat and got into Wilbanks?? vehicle, which had a Glock and an AR15 assault rifle inside. Police said that Chabot started to rev the engine and when Wilbanks shot him through the windshield and Officer Ken Browning shot him through the driver??s side window.",Jacksonville,2011,3,29,3/29/2011,0,0,1,0,1,33,FALSE,TRUE,NA,suspect,FALSE,FALSE,TRUE,knife
4/18/2011,1,N,N,Knife.,W,M,28,Suspect search,NA,1,,U,Jacksonville Police Department,"Brandon Paul McCrory was running from police when he was shot by police. McCrory, a suspect in seven or eight robberies had been located and surveilled by officers for some time before he arrived in a van with his wife and 6-year-old daughter. The family went inside the condo as officers confirmed the license tag on the van. At about 4:30 p.m. McCrory came out with his daughter. Two officers approached him, showing their badges and asking for identification, police said. Officers told the girl to walk away, and McCrory took off running while the child headed for her home, according to police. Officer Jeremy Garriott then fired four shots at McCrory, hitting him once through his left shoulder. McCrory had a couple of knives with him but had not threatened officers.",Jacksonville,2011,4,18,4/18/2011,0,0,1,0,1,28,FALSE,FALSE,NA,suspect,FALSE,TRUE,TRUE,knife
5/24/2011,2,N;F,Y;Y,,B;B,M;M,37;32,Armed disturbance,NA,1,,U,Jacksonville Police Department,"Antonio Cooks and Verne Williams were bail bondsmen assisting in arresting someone for a revoked driver's license and expired license plate when police officers responding to a 911 call of armed men dressed in black outside an apartment mistook the two men for robbers. Williams would later saysay he wearing a shirt that said ""Surety Agent"" in large letters and a badge around his neck. He said that he was telling the officer that he was a bail bondsman as the officer was firing at him, and could hear the officer's partner tell him to stop. An autopsy report showed that Cooks was shot from behind.",Jacksonville,2011,5,24,5/24/2011,2,0,0,0,2,34.5,TRUE,TRUE,NA,weapon,FALSE,TRUE,FALSE,gun
11/13/2011,1,N,Y,Officer off-duty.,B,M,22,Robbery call,NA,1,,U,Jacksonville Police Department,"Edward Littleton was shot by an off-duty officer who was tipped off after a witness who saw two masked robbers enter the Family Dollar store at about 4:45 a.m. The officer, G.W. Germann, responded along with other patrol units and surrounded the business. Police said that Littleton walked toward the front window of the store with an assault rifle in his hand and was shot by Germann in the left shoulder. The other suspect, Frederick Jennings, 17, ran out the back door and was apprehended. A .32-caliber revolver also was recovered at the scene.",Jacksonville,2011,11,13,11/13/2011,1,0,0,0,1,22,TRUE,FALSE,NA,off-duty,FALSE,TRUE,FALSE,gun
1/2/2012,1,N,U,,B,M,35,Suspect search,NA,1,,U,Jacksonville Police Department,"Carl Ian Ward was shot after being stopped in a silver Dodge Charger on suspicion of domestic violence. There was a warrant out ofr his arrest. Officer Brian K. Kremler responded to a 911 call from a female victim and spotted the Charger in the back of the complex. Kremler said repeatedly tried to get Ward??s attention in the car, which was running with him behind the wheel, but Ward didn??t respond or get out of his car, so Kremler called for backup. Officer Rudy M. Bueno arrived about a minute later. Police said Ward continued to disregard police demands, so Kremler went back to his car to get a tool to break the Charger??s window. When Kremler was reaching inside his car, Bueno saw the suspect put his car in reverse, rev the engine and start backing up toward the patrol car, according to police. Bueno fired four times, hitting Ward multiple times with at least one wound to his upper chest. Police said that they found a loaded .40-caliber handgun under the floor mat.",Jacksonville,2012,1,2,1/2/2012,1,0,0,0,1,35,FALSE,FALSE,NA,suspect,FALSE,FALSE,FALSE,U
1/5/2012,1,N,Y,,B,M,28,Drug sting,NA,2,,U,Jacksonville Police Department,"Devon Lavell Mitchell was shot during an undercover narcotics bust. Police said that officers purchased a small amount of marijuana from Mitchell in a car at the Chevron station at Firestone Road and 103rd Street shortly before 8 p.m. Mitchell fled from the car after officers identified themselves, crossed 103rd Street and ran behind an animal hospital, according to police. Detectives said they believed Mitchell fired a shot, prompting Officers James C. Hux and George W. Simpson to fire six shots in return, hitting Mitchell once in the left leg. Police said they found a .380-caliber pistol in the area where Mitchell was apprehended. They said the gun had one round in the chamber and some missing bullets from its magazine.",Jacksonville,2012,1,5,1/5/2012,1,0,0,0,1,28,TRUE,FALSE,NA,drugs,FALSE,FALSE,FALSE,gun
1/17/2012,1,F,N,Bb gun.,B,M,17,Robbery call,NA,2,,U,Jacksonville Police Department,"Craig Ruse was shot while holding a fake plastic gun. Police said that two officers watched Ruise walk into a gas station and saw him hold up two clerks through the window. They said he then ran out the front door where he was confronted by Officers Mark E. Campanaro and William H. Irvin, who drew their weapons and ordered him to stop. Police said that Ruise ""failed to comply"" and the the officers fired a combined seven to eight shots at him with most hitting him in the torso. Police later described the weapon as a clear plastic gun spraypainted black with a ""red plastic tip that was partially visible.""",Jacksonville,2012,1,17,1/17/2012,1,0,0,0,1,17,FALSE,TRUE,NA,robbery,FALSE,TRUE,FALSE,replica
2/12/2012,1,F,Y,Officer off-duty.,B,M,24,Off duty,NA,1,,U,Jacksonville Police Department,"Nicholas Samuel Underwood was shot outside of Club Acqua in the Southside after a night of fights and threats, according to police. After the club's 2 a.m. closing time, several hundred patrons were milling about in the parking lot when off-duty uniformed officers working security overheard that a man who had been kicked out said he was going to get a gun, police said. Officer Michael D. Peterson retrieved his department-issued AR-15 rifle from his vehicle. He said he confronted Underwood after two patrons pointed him out. Despite Peterson??s commands to stop, Underwood continued to walk toward the front of the club with the gun raised in his hand, police said. Peterson fired his weapon five times, striking Underwood in the upper body and killing him. No one else was injured.",Jacksonville,2012,2,12,2/12/2012,1,0,0,0,1,24,TRUE,TRUE,NA,off-duty,TRUE,FALSE,FALSE,gun
3/19/2012,1,N,Y,,L,M,28,Armed disturbance,NA,1,,U,Jacksonville Police Department,"Eric Omar Sanchez was shot by Jacksonville police at a motel shortly before 6 p.m. after a report of gunfire exchanged between two men. The officers split into two groups in the courtyard of the Phillips Highway Emerson Inn, where Sanchez, on the second-floor balcony, was identified by a witness as someone involved in the fight. Police said that Sanchez lifted his shirt to expose a weapon, and that Officer Matt Edwards ordered him to drop the weapon, but he refused. Sanchez was hit in the arm and the chest.",Jacksonville,2012,3,19,3/19/2012,0,1,0,0,1,28,TRUE,FALSE,NA,weapon,FALSE,FALSE,FALSE,gun
4/5/2012,1,F,Y,,B,M,40,Drug sting,NA,1,,U,Jacksonville Police Department,"Juan Montrice Lawrence was shot during a drug raid by detectives who had spent six weeks making crack cocaine purchases. When the police take-down team contacted Lawrence at his door, officers said they were pulled inside during a struggle and ended up on the ground. Police said Sgt. Valentino Demps saw Lawrence with a gun in his hand and told him to drop it, but he refused multiple commands, so Demps shot him at twice, in the face and in the hip. Police later said his action saved the lives of others at the scene.",Jacksonville,2012,4,5,4/5/2012,1,0,0,0,1,40,TRUE,TRUE,NA,drugs,FALSE,FALSE,FALSE,gun
5/9/2012,1,F,N,,B,M,36,Traffic stop,NA,1,,U,Jacksonville Police Department,"Davinian Darnell Williams was shot while unarmed during a traffic stop. Officer Jeff Edwards said he spotted a vehicle driving suspiciously at about 2 a.m. in the Bert Road area. Edwards said that Williams tried to evade him and ran several stop signs before the officer caught up to the vehicle on a service road on the north side of the Arlington Expressway at Rogero Road, where he made a traffic stop. Edwards said Williams was acting fidgety and failed to follow the officer??s commands. Police said Edwards then reached down to grab something near his foot and Edwards fired seven times, hitting Williams six times. Police said they found drugs in the man??s sock, but he did not have a weapon.",Jacksonville,2012,5,9,5/9/2012,1,0,0,0,1,36,FALSE,TRUE,NA,traffic,FALSE,FALSE,FALSE,unarmed
5/31/2012,1,F,U,,B,M,32,Traffic stop,NA,1,,U,Jacksonville Police Department,"Thomas McMullen was killed after a brief car chase and a foot pursuit. At about 11 a.m. police responded to a shots-fired call at the Cleveland Arms apartments at 5020 Cleveland Road and located a Buick on West 45th Street that matched one described in several 911 calls. Two officers stopped the vehicle at Paris Avenue and Morehouse Road. Police said that the passenger ran, and officers saw a handgun in his waistband. The officers said they chased the man until he tried to escape under a barber shop. K-9 Officer T.E. Stafford sent in the police dog in after he said McMullen failed to obey multiple commands to surrender. Stafford then fired five times, saying the man reached to his waist and thinking he still had the gun. McMullen was hit three times. He did not have a gun, but police said one was found along the chase path.",Jacksonville,2012,5,31,5/31/2012,1,0,0,0,1,32,FALSE,TRUE,NA,traffic,FALSE,FALSE,FALSE,U
6/24/2012,1,N,N,BB gun.,W,M,41,Domestic disturbance,NA,1,,U,Jacksonville Police Department,"William Leroy Haines was killed after Officers J.B. Waddell and B.E. Turner responded to a 2:15 am. call about a suicidal man with a knife. They encountered Haines on the porch of a home and said he held what looked like a semi-automatic handgun with a laser sight in his hand. Police said that Haines refused orders to drop the weapon and then raised it as he took two steps toward the officers. Turner fired a single bullet, striking Haines in the chest, but not killing him. It was later determined that the 911 call was made by Haines, who pretended he was a concerned friend. The gun turned out to be a pistol-style BB gun with an operable laser sight",Jacksonville,2012,6,24,6/24/2012,0,0,1,0,1,41,FALSE,FALSE,NA,dv,FALSE,TRUE,TRUE,knife
12/11/2012,1,F,Y,,W,M,56,Armed disturbance,NA,1,,U,Jacksonville Police Department,"Lesly Cowan and entered Academy Sports with his wife Tammy Gill at about 9:30 a.m. with a loaded shotgun and concealed handgun to buy some ammunition, despite being told they weren??t allowed to bring the weapon in, police said. Police said Cowan threatened to kill store employees if he was not bought the ammo. Police responding to the scene saw Cowan in a pickup. They said that Cowan pointed a handgun at them through the rear sliding window and fired one shot. Officer Brad Hudson fired back seven shots, striking Cowan multiple times. Gill was charged with carrying a concealed firearm, written threats and fleeing police.",Jacksonville,2012,12,11,12/11/2012,0,0,1,0,1,56,TRUE,TRUE,NA,weapon,FALSE,FALSE,FALSE,gun
1/28/2013,1,F,N,,B,M,38,Domestic disturbance,NA,1,,U,Jacksonville Police Department,"Anthony Dwayne Harris was shot seven times on the sidewalk after a police officer responding to a domestic disturbance call said that Harris was reaching for his weapon during a struggle on the ground. Harris was shot multiple times in the back. The Harris family sued the Sheriff's Department, saying the gun was never unholstered and that Officer Scott Williams had no right to shoot Harris.",Jacksonville,2013,1,28,1/28/2013,1,0,0,0,1,38,FALSE,TRUE,NA,dv,FALSE,FALSE,FALSE,unarmed
2/19/2013,1,F,Y,,B,M,23,Traffic stop,NA,2,,U,Jacksonville Police Department,"John Dawson Parker was killed in a shootout after a routine traffic stop. Police said Parker asked an unidentified acquaintance for a ride home from a motel on the Arlington Expressway and was pulled over on Arlington Road shortly before 3:30 a.m. for a broken taillight. The officer radioed for backup, then talked with the driver while a second officer went to Parker??s side, got his ID and was back in his police cruiser, according to police. Parker then ran, with the officers in pursuit, before one officer tackled him, according to police. Police said that Parker was very combative and was resisting arrest when he suddenly pulled a .45-caliber handgun from his waistband and fired four rounds, not hitting either officer. Officers Craig Soucek and Rudy Hathaway shot back a combined 11 times, hitting Parker multiple times in the chest.",Jacksonville,2013,2,19,2/19/2013,1,0,0,0,1,23,TRUE,TRUE,NA,traffic,FALSE,FALSE,FALSE,gun
3/7/2013,1,F,Y,,W,M,55,Patrol encounter,NA,1,,U,Jacksonville Police Department,"Clifton Joel Day was seen by SWAT officers on a dinner break who said they witnessed Day try to ram his wife's car off of Lem Turner Road at around 5 p.m. In the course of events, Day's flipped and officers went to help, police said. According to police, Day??s wife had told the officers as they were responding that he was trying to kill her. While poice were removing the windshield from Day's truck to extricate him from the car, police said he was initially cooperative. But he suddenly reached for a handgun near his head, after officers warned him repeatedly not to do so, police said. Officer Jared Reston, who was providing cover to officers trying to remove him from the truck, shot Day six times with his AR-15 rifle, police said.",Jacksonville,2013,3,7,3/7/2013,0,0,1,0,1,55,TRUE,TRUE,NA,misc,FALSE,FALSE,FALSE,gun
4/30/2013,1,F,N,BB gun.,W,M,41,Domestic disturbance,NA,3,,U,Jacksonville Police Department,"Christopher Todd Jones was killed in an incident that police described as a ""suicide by cop."" It began with a domestic dispute between Jones and his stepfather, Elbert Lilley, who wanted Jones to move out of the home where he had lived with his mother who died of cancer. The home was owned by Lilley, who arrived one evening to an apparent ambush by Jones with a homemade spear that punctured his chest, police said. Lilley was able to escape to a neighbor??s house to call 911. He told the first arriving officer that Jones said he was armed with a .45-caliber pistol. After a two-hour standoff, Jones came out charging the officers while carrying what turned out to be a pellet gun. Officers fired at Jones with rifles. Jones kept going before falling to the ground amid more gunfire. Sgt. Joel Weeks and Officers Robert Holmes and Angel Santiago fired 21 shots, hitting Jones at least 11 times.",Jacksonville,2013,4,30,4/30/2013,0,0,1,0,1,41,FALSE,TRUE,NA,dv,FALSE,TRUE,FALSE,replica
5/15/2013,1,N,N,,B,M,17,Suspect search,NA,1,,U,Jacksonville Police Department,"Xavier Payne was shot in the ankle while he was in a car that came under police gunfire. Police investigating an auto theft were following a Ford Crown Victoria to the airport when officers attempted to stop the car in the rental return area. According to police, the driver rammed two police vehicles and another car. Officer Edward Rogers shot the car three times as they drove off, hitting the 17-year-old Payne in the ankle, police said. A description of the car led officers to the Monaco Arms II apartment complex where Payne was taken into custody but later released because he was cooperating.",Jacksonville,2013,5,15,5/15/2013,1,0,0,0,1,17,FALSE,FALSE,NA,suspect,FALSE,FALSE,FALSE,unarmed
7/9/2013,1,N,U,,B,M,24,Police chase,NA,1,,U,Jacksonville Police Department,"Herman Isiah Pickens had a warrant out for his arrest in connection to an armed robbery and shooting at a CVS pharmacy when he was seen by an undercover SWAT unit in the back seat of a Volvo S40. Police said that the car crashed into their Chevrolet Tahoe with its police lights on, and Pickens ran from officers into a Mr. Dragon Chinese restaurant. Police said Pickens was reaching into a bag that contained a loaded pistol when Officer Mark E. Campanaro shot him in the chest and pelvis.",Jacksonville,2013,7,9,7/9/2013,1,0,0,0,1,24,FALSE,FALSE,NA,misc,FALSE,TRUE,FALSE,replica
10/27/2013,1,F,U,,B,M,28,Robbery call,NA,1,,U,Jacksonville Police Department,"Jarmel Anthony Cosby was on foot when he was approached by officers in an unmarked car who said he matched the description of a suspect in a robbery at the Price Right Food Store at 10203 Lem Turner Road. Officer Marc Crawford and another deputy got out of the car and chased Cosby as he ran between houses. Police said the officers saw a gun in Cosby's hand and headed toward separate sides of a fence that Cosby was trying to climb. When Cosby fell from the fence, his gun came loose, police said. Crawford said he ordered Cosby not to move, but Cosby reached for the gun on the ground, prompting the officer to fire three shots.",Jacksonville,2013,10,27,10/27/2013,1,0,0,0,1,28,FALSE,TRUE,NA,robbery,FALSE,TRUE,FALSE,replica
